service_id,visit_id,car_id,tanggal,km_saat_servis,cabang,mekanik,kategori_servis,item_servis,qty,harga
SVC014746,V003795,CAR0341,2025-09-17,143114,Cabang Ringroad,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,540000
SVC001680,V000433,CAR0040,2025-09-17,77386,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Udara,1,236000
SVC000875,V000225,CAR0020,2025-09-17,88087,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Udara,1,140000
SVC000874,V000225,CAR0020,2025-09-17,88087,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Oli,1,103000
SVC020762,V005348,CAR0468,2025-09-17,140971,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Udara,1,183000
SVC028282,V007728,CAR0147,2025-09-17,37837,Cabang Ringroad,Mekanik Anto,Pendingin,Coolant/Radiator,1,149000
SVC001681,V000433,CAR0040,2025-09-17,77386,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,177000
SVC001682,V000433,CAR0040,2025-09-17,77386,Cabang Sisingamangaraja,Mekanik Sahat,Tune Up,Busi (set),1,218000
SVC014748,V003795,CAR0341,2025-09-17,143114,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Udara,1,200000
SVC020760,V005348,CAR0468,2025-09-17,140971,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,500000
SVC020761,V005348,CAR0468,2025-09-17,140971,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Oli,1,112000
SVC014747,V003795,CAR0341,2025-09-17,143114,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Oli,1,86000
SVC005611,V001436,CAR0130,2025-09-18,47724,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Udara,1,194000
SVC004093,V001057,CAR0094,2025-09-18,45558,Cabang Ringroad,Mekanik Hasan,Kelistrikan,Aki/Accu,1,1372000
SVC005612,V001436,CAR0130,2025-09-18,47724,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Kabin/AC,1,151000
SVC005613,V001436,CAR0130,2025-09-18,47724,Cabang Krakatau,Mekanik Joni,Rem & Kaki,Kampas Rem Depan,1,654000
SVC020502,V005284,CAR0460,2025-09-18,182558,Cabang Krakatau,Mekanik Beni,Kelistrikan,Aki/Accu,1,1420000
SVC004092,V001057,CAR0094,2025-09-18,45558,Cabang Ringroad,Mekanik Hasan,Pendingin,Coolant/Radiator,1,129000
SVC020497,V005284,CAR0460,2025-09-18,182558,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Oli,1,110000
SVC020498,V005284,CAR0460,2025-09-18,182558,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Udara,1,130000
SVC005610,V001436,CAR0130,2025-09-18,47724,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Oli,1,62000
SVC020500,V005284,CAR0460,2025-09-18,182558,Cabang Krakatau,Mekanik Beni,Tune Up,Tune Up / Servis Berkala,1,690000
SVC020499,V005284,CAR0460,2025-09-18,182558,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,153000
SVC004091,V001057,CAR0094,2025-09-18,45558,Cabang Ringroad,Mekanik Hasan,Oli & Filter,Filter Udara,1,207000
SVC004090,V001057,CAR0094,2025-09-18,45558,Cabang Ringroad,Mekanik Hasan,Oli & Filter,Filter Oli,1,62000
SVC020496,V005284,CAR0460,2025-09-18,182558,Cabang Krakatau,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,650000
SVC004089,V001057,CAR0094,2025-09-18,45558,Cabang Ringroad,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,650000
SVC020501,V005284,CAR0460,2025-09-18,182558,Cabang Krakatau,Mekanik Beni,Drivetrain,Oli Gardan/Transfer,1,327000
SVC005609,V001436,CAR0130,2025-09-18,47724,Cabang Krakatau,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,780000
SVC007862,V002032,CAR0175,2025-09-19,47940,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,450000
SVC007863,V002032,CAR0175,2025-09-19,47940,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Oli,1,92000
SVC008612,V002216,CAR0196,2025-09-19,88551,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Kabin/AC,1,103000
SVC007864,V002032,CAR0175,2025-09-19,47940,Cabang Gatot Subroto,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,790000
SVC004632,V001197,CAR0109,2025-09-19,176448,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,500000
SVC008613,V002216,CAR0196,2025-09-19,88551,Cabang Krakatau,Mekanik Joni,Drivetrain,Oli Gardan/Transfer,1,280000
SVC007865,V002032,CAR0175,2025-09-19,47940,Cabang Gatot Subroto,Mekanik Hasan,Rem & Kaki,Kampas Rem Belakang,1,414000
SVC008611,V002216,CAR0196,2025-09-19,88551,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Udara,1,201000
SVC008610,V002216,CAR0196,2025-09-19,88551,Cabang Krakatau,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,650000
SVC004633,V001197,CAR0109,2025-09-19,176448,Cabang Sisingamangaraja,Mekanik Anto,Oli & Filter,Filter Oli,1,87000
SVC018006,V004639,CAR0408,2025-09-19,173263,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Filter Oli,1,87000
SVC001783,V000459,CAR0043,2025-09-19,87627,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,640000
SVC018007,V004639,CAR0408,2025-09-19,173263,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Filter Udara,1,216000
SVC001784,V000459,CAR0043,2025-09-19,87627,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Filter Oli,1,60000
SVC027681,V007220,CAR0539,2025-09-19,127026,Cabang Gatot Subroto,Mekanik Rudi,Tune Up,Busi (set),1,269000
SVC001785,V000459,CAR0043,2025-09-19,87627,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Filter Udara,1,252000
SVC018005,V004639,CAR0408,2025-09-19,173263,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,450000
SVC001786,V000459,CAR0043,2025-09-19,87627,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Filter Kabin/AC,1,147000
SVC001787,V000459,CAR0043,2025-09-19,87627,Cabang Ringroad,Mekanik Tigor,Lainnya,Wiper,1,128000
SVC014357,V003693,CAR0333,2025-09-20,86463,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Filter Kabin/AC,1,161000
SVC018032,V004646,CAR0409,2025-09-20,51161,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Oli,1,90000
SVC013178,V003387,CAR0310,2025-09-20,113927,Cabang Krakatau,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,420000
SVC007233,V001867,CAR0164,2025-09-20,65278,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,106000
SVC014359,V003693,CAR0333,2025-09-20,86463,Cabang Krakatau,Mekanik Tigor,Kelistrikan,Aki/Accu,1,1486000
SVC014360,V003693,CAR0333,2025-09-20,86463,Cabang Krakatau,Mekanik Tigor,Lainnya,Wiper,1,193000
SVC007232,V001867,CAR0164,2025-09-20,65278,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Udara,1,217000
SVC008697,V002237,CAR0199,2025-09-20,88960,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Filter Udara,1,195000
SVC014355,V003693,CAR0333,2025-09-20,86463,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,640000
SVC018031,V004646,CAR0409,2025-09-20,51161,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,420000
SVC008695,V002237,CAR0199,2025-09-20,88960,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,480000
SVC027024,V006959,CAR0607,2025-09-20,178372,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,780000
SVC027025,V006959,CAR0607,2025-09-20,178372,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Oli,1,93000
SVC027026,V006959,CAR0607,2025-09-20,178372,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Udara,1,224000
SVC027027,V006959,CAR0607,2025-09-20,178372,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,91000
SVC027028,V006959,CAR0607,2025-09-20,178372,Cabang Gatot Subroto,Mekanik Sahat,Tune Up,Tune Up / Servis Berkala,1,696000
SVC014356,V003693,CAR0333,2025-09-20,86463,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Filter Udara,1,138000
SVC007231,V001867,CAR0164,2025-09-20,65278,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,69000
SVC007230,V001867,CAR0164,2025-09-20,65278,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,450000
SVC014358,V003693,CAR0333,2025-09-20,86463,Cabang Krakatau,Mekanik Tigor,Tune Up,Busi (set),1,457000
SVC008696,V002237,CAR0199,2025-09-20,88960,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Filter Oli,1,68000
SVC018033,V004646,CAR0409,2025-09-20,51161,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Udara,1,208000
SVC006870,V001775,CAR0156,2025-09-20,50291,Cabang Ringroad,Mekanik Rudi,Kelistrikan,Aki/Accu,1,983000
SVC002118,V000545,CAR0050,2025-09-20,138390,Cabang Setia Budi,Mekanik Tigor,Pendingin,Coolant/Radiator,1,121000
SVC021136,V005443,CAR0475,2025-09-20,134390,Cabang Krakatau,Mekanik Dani,Oli & Filter,Filter Oli,1,61000
SVC010089,V002600,CAR0237,2025-09-20,124206,Cabang Ringroad,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC002115,V000545,CAR0050,2025-09-20,138390,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,780000
SVC006867,V001775,CAR0156,2025-09-20,50291,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Oli,1,116000
SVC006866,V001775,CAR0156,2025-09-20,50291,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,480000
SVC013179,V003387,CAR0310,2025-09-20,113927,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Oli,1,81000
SVC023546,V006072,CAR0526,2025-09-20,110613,Cabang Setia Budi,Mekanik Sahat,Rem & Kaki,Kampas Rem Depan,1,722000
SVC023545,V006072,CAR0526,2025-09-20,110613,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,167000
SVC023544,V006072,CAR0526,2025-09-20,110613,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Oli,1,75000
SVC010090,V002600,CAR0237,2025-09-20,124206,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Oli,1,117000
SVC021135,V005443,CAR0475,2025-09-20,134390,Cabang Krakatau,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,450000
SVC010091,V002600,CAR0237,2025-09-20,124206,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Udara,1,169000
SVC021137,V005443,CAR0475,2025-09-20,134390,Cabang Krakatau,Mekanik Dani,Oli & Filter,Filter Udara,1,254000
SVC002117,V000545,CAR0050,2025-09-20,138390,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Udara,1,209000
SVC021138,V005443,CAR0475,2025-09-20,134390,Cabang Krakatau,Mekanik Dani,Tune Up,Tune Up / Servis Berkala,1,632000
SVC023543,V006072,CAR0526,2025-09-20,110613,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,330000
SVC006869,V001775,CAR0156,2025-09-20,50291,Cabang Ringroad,Mekanik Rudi,Tune Up,Busi (set),1,419000
SVC006868,V001775,CAR0156,2025-09-20,50291,Cabang Ringroad,Mekanik Rudi,Oli & Filter,Filter Udara,1,160000
SVC021139,V005443,CAR0475,2025-09-20,134390,Cabang Krakatau,Mekanik Dani,Pendingin,Coolant/Radiator,1,156000
SVC005360,V001375,CAR0125,2025-09-20,187260,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,560000
SVC002116,V000545,CAR0050,2025-09-20,138390,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Oli,1,109000
SVC005362,V001375,CAR0125,2025-09-20,187260,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Udara,1,153000
SVC005361,V001375,CAR0125,2025-09-20,187260,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,95000
SVC018034,V004646,CAR0409,2025-09-20,51161,Cabang Setia Budi,Mekanik Anto,Drivetrain,Oli Gardan/Transfer,1,324000
SVC010092,V002600,CAR0237,2025-09-20,124206,Cabang Ringroad,Mekanik Beni,Tune Up,Tune Up / Servis Berkala,1,656000
SVC018035,V004646,CAR0409,2025-09-20,51161,Cabang Setia Budi,Mekanik Anto,Kelistrikan,Aki/Accu,1,1829000
SVC005363,V001375,CAR0125,2025-09-20,187260,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,135000
SVC013180,V003387,CAR0310,2025-09-20,113927,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,158000
SVC010093,V002600,CAR0237,2025-09-20,124206,Cabang Ringroad,Mekanik Beni,Kelistrikan,Aki/Accu,1,1178000
SVC000670,V000173,CAR0015,2025-09-21,140483,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Udara,1,212000
SVC000669,V000173,CAR0015,2025-09-21,140483,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Oli,1,77000
SVC020976,V005403,CAR0472,2025-09-21,99730,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Oli,1,89000
SVC020975,V005403,CAR0472,2025-09-21,99730,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,480000
SVC010829,V002792,CAR0251,2025-09-21,53542,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,450000
SVC020978,V005403,CAR0472,2025-09-21,99730,Cabang Sisingamangaraja,Mekanik Sahat,Tune Up,Busi (set),1,274000
SVC000668,V000173,CAR0015,2025-09-21,140483,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,650000
SVC004216,V001089,CAR0097,2025-09-21,129096,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC020981,V005403,CAR0472,2025-09-21,99730,Cabang Sisingamangaraja,Mekanik Sahat,Drivetrain,Oli Gardan/Transfer,1,422000
SVC004217,V001089,CAR0097,2025-09-21,129096,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Oli,1,85000
SVC020977,V005403,CAR0472,2025-09-21,99730,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Udara,1,185000
SVC004219,V001089,CAR0097,2025-09-21,129096,Cabang Setia Budi,Mekanik Beni,Lainnya,Wiper,1,122000
SVC004218,V001089,CAR0097,2025-09-21,129096,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Udara,1,258000
SVC020979,V005403,CAR0472,2025-09-21,99730,Cabang Sisingamangaraja,Mekanik Sahat,Rem & Kaki,Kampas Rem Depan,1,681000
SVC020980,V005403,CAR0472,2025-09-21,99730,Cabang Sisingamangaraja,Mekanik Sahat,Rem & Kaki,Kampas Rem Belakang,1,548000
SVC002773,V000713,CAR0066,2025-09-22,127404,Cabang Sisingamangaraja,Mekanik Joni,Kelistrikan,Aki/Accu,1,1225000
SVC002772,V000713,CAR0066,2025-09-22,127404,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Filter Udara,1,239000
SVC002771,V000713,CAR0066,2025-09-22,127404,Cabang Sisingamangaraja,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,520000
SVC027468,V007069,CAR0619,2025-09-22,43002,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,520000
SVC027469,V007069,CAR0619,2025-09-22,43002,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Oli,1,85000
SVC027470,V007069,CAR0619,2025-09-22,43002,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Udara,1,189000
SVC020235,V005216,CAR0455,2025-09-22,104362,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC027471,V007069,CAR0619,2025-09-22,43002,Cabang Sisingamangaraja,Mekanik Rudi,Oli & Filter,Filter Kabin/AC,1,175000
SVC009216,V002377,CAR0211,2025-09-22,105567,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,330000
SVC009217,V002377,CAR0211,2025-09-22,105567,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Oli,1,114000
SVC020237,V005216,CAR0455,2025-09-22,104362,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Udara,1,143000
SVC020238,V005216,CAR0455,2025-09-22,104362,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Kabin/AC,1,105000
SVC020236,V005216,CAR0455,2025-09-22,104362,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Oli,1,60000
SVC009218,V002377,CAR0211,2025-09-22,105567,Cabang Sisingamangaraja,Mekanik Tigor,Oli & Filter,Filter Udara,1,215000
SVC021741,V005595,CAR0487,2025-09-23,125482,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,180000
SVC021742,V005595,CAR0487,2025-09-23,125482,Cabang Krakatau,Mekanik Sahat,Lainnya,Wiper,1,167000
SVC021740,V005595,CAR0487,2025-09-23,125482,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Udara,1,202000
SVC021739,V005595,CAR0487,2025-09-23,125482,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Oli,1,64000
SVC006841,V001768,CAR0155,2025-09-23,142171,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,450000
SVC021738,V005595,CAR0487,2025-09-23,125482,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,720000
SVC005542,V001419,CAR0128,2025-09-23,184252,Cabang Gatot Subroto,Mekanik Rudi,Tune Up,Busi (set),1,286000
SVC004152,V001073,CAR0096,2025-09-23,127464,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Udara,1,219000
SVC005541,V001419,CAR0128,2025-09-23,184252,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Udara,1,172000
SVC005540,V001419,CAR0128,2025-09-23,184252,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Oli,1,108000
SVC004151,V001073,CAR0096,2025-09-23,127464,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,640000
SVC004154,V001073,CAR0096,2025-09-23,127464,Cabang Sisingamangaraja,Mekanik Dani,Rem & Kaki,Kampas Rem Depan,1,739000
SVC006843,V001768,CAR0155,2025-09-23,142171,Cabang Gatot Subroto,Mekanik Joni,Lainnya,Wiper,1,94000
SVC004153,V001073,CAR0096,2025-09-23,127464,Cabang Sisingamangaraja,Mekanik Dani,Tune Up,Busi (set),1,328000
SVC005539,V001419,CAR0128,2025-09-23,184252,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,420000
SVC004155,V001073,CAR0096,2025-09-23,127464,Cabang Sisingamangaraja,Mekanik Dani,Rem & Kaki,Kampas Rem Belakang,1,442000
SVC006842,V001768,CAR0155,2025-09-23,142171,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Udara,1,189000
SVC015054,V003881,CAR0346,2025-09-24,144873,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,160000
SVC009595,V002471,CAR0223,2025-09-24,150567,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,720000
SVC012041,V003099,CAR0281,2025-09-24,114779,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,760000
SVC015053,V003881,CAR0346,2025-09-24,144873,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Udara,1,131000
SVC015052,V003881,CAR0346,2025-09-24,144873,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,780000
SVC009596,V002471,CAR0223,2025-09-24,150567,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Udara,1,159000
SVC012042,V003099,CAR0281,2025-09-24,114779,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Udara,1,169000
SVC009118,V002349,CAR0209,2025-09-25,165891,Cabang Ringroad,Mekanik Anto,Rem & Kaki,Kampas Rem Depan,1,682000
SVC000252,V000067,CAR0007,2025-09-25,87804,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,149000
SVC003048,V000784,CAR0071,2025-09-25,159650,Cabang Ringroad,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,450000
SVC009117,V002349,CAR0209,2025-09-25,165891,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Oli,1,111000
SVC000250,V000067,CAR0007,2025-09-25,87804,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Oli,1,107000
SVC009119,V002349,CAR0209,2025-09-25,165891,Cabang Ringroad,Mekanik Anto,Rem & Kaki,Kampas Rem Belakang,1,486000
SVC000251,V000067,CAR0007,2025-09-25,87804,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Udara,1,201000
SVC019051,V004908,CAR0432,2025-09-25,139558,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Oli,1,67000
SVC023389,V006030,CAR0524,2025-09-25,112480,Cabang Ringroad,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,330000
SVC004486,V001158,CAR0106,2025-09-25,31835,Cabang Setia Budi,Mekanik Rudi,Kelistrikan,Aki/Accu,1,1619000
SVC026555,V006839,CAR0595,2025-09-25,67140,Cabang Sisingamangaraja,Mekanik Beni,Pendingin,Coolant/Radiator,1,249000
SVC023393,V006030,CAR0524,2025-09-25,112480,Cabang Ringroad,Mekanik Beni,Tune Up,Busi (set),1,328000
SVC026551,V006839,CAR0595,2025-09-25,67140,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,650000
SVC023394,V006030,CAR0524,2025-09-25,112480,Cabang Ringroad,Mekanik Beni,Pendingin,Coolant/Radiator,1,154000
SVC019055,V004908,CAR0432,2025-09-25,139558,Cabang Gatot Subroto,Mekanik Dani,Rem & Kaki,Kampas Rem Belakang,1,525000
SVC026556,V006839,CAR0595,2025-09-25,67140,Cabang Sisingamangaraja,Mekanik Beni,Lainnya,Wiper,1,166000
SVC009116,V002349,CAR0209,2025-09-25,165891,Cabang Ringroad,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,450000
SVC000249,V000067,CAR0007,2025-09-25,87804,Cabang Krakatau,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,780000
SVC026554,V006839,CAR0595,2025-09-25,67140,Cabang Sisingamangaraja,Mekanik Beni,Tune Up,Tune Up / Servis Berkala,1,580000
SVC023392,V006030,CAR0524,2025-09-25,112480,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Kabin/AC,1,107000
SVC014587,V003754,CAR0337,2025-09-25,152674,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,330000
SVC006359,V001638,CAR0146,2025-09-25,149563,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Udara,1,196000
SVC006358,V001638,CAR0146,2025-09-25,149563,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Oli,1,76000
SVC006357,V001638,CAR0146,2025-09-25,149563,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,330000
SVC000983,V000253,CAR0025,2025-09-25,95037,Cabang Ringroad,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,510000
SVC019054,V004908,CAR0432,2025-09-25,139558,Cabang Gatot Subroto,Mekanik Dani,Rem & Kaki,Kampas Rem Depan,1,607000
SVC023390,V006030,CAR0524,2025-09-25,112480,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Oli,1,79000
SVC003052,V000784,CAR0071,2025-09-25,159650,Cabang Ringroad,Mekanik Dani,Lainnya,Wiper,1,132000
SVC018204,V004688,CAR0414,2025-09-25,179326,Cabang Krakatau,Mekanik Joni,Lainnya,Wiper,1,143000
SVC018203,V004688,CAR0414,2025-09-25,179326,Cabang Krakatau,Mekanik Joni,Rem & Kaki,Kampas Rem Belakang,1,571000
SVC019052,V004908,CAR0432,2025-09-25,139558,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Udara,1,185000
SVC018202,V004688,CAR0414,2025-09-25,179326,Cabang Krakatau,Mekanik Joni,Rem & Kaki,Kampas Rem Depan,1,586000
SVC018201,V004688,CAR0414,2025-09-25,179326,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Udara,1,256000
SVC000984,V000253,CAR0025,2025-09-25,95037,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Oli,1,88000
SVC019050,V004908,CAR0432,2025-09-25,139558,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,720000
SVC018200,V004688,CAR0414,2025-09-25,179326,Cabang Krakatau,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,520000
SVC003049,V000784,CAR0071,2025-09-25,159650,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Oli,1,93000
SVC003050,V000784,CAR0071,2025-09-25,159650,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Udara,1,253000
SVC023391,V006030,CAR0524,2025-09-25,112480,Cabang Ringroad,Mekanik Beni,Oli & Filter,Filter Udara,1,257000
SVC026553,V006839,CAR0595,2025-09-25,67140,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Udara,1,142000
SVC003051,V000784,CAR0071,2025-09-25,159650,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,122000
SVC004485,V001158,CAR0106,2025-09-25,31835,Cabang Setia Budi,Mekanik Rudi,Oli & Filter,Filter Udara,1,123000
SVC026552,V006839,CAR0595,2025-09-25,67140,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Oli,1,94000
SVC004484,V001158,CAR0106,2025-09-25,31835,Cabang Setia Budi,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,510000
SVC000253,V000067,CAR0007,2025-09-25,87804,Cabang Krakatau,Mekanik Beni,Tune Up,Tune Up / Servis Berkala,1,517000
SVC028070,V007548,CAR0437,2025-09-25,141503,Cabang Setia Budi,Mekanik Sahat,Tune Up,Busi (set),1,250000
SVC019053,V004908,CAR0432,2025-09-25,139558,Cabang Gatot Subroto,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,116000
SVC026924,V006933,CAR0606,2025-09-26,119141,Cabang Gatot Subroto,Mekanik Anto,Pendingin,Coolant/Radiator,1,214000
